,0,1,gemeinde_code,NUTS-3 region
555,20720001,Paternion_20720000,20720,AT211
556,20720002,Paternion_20720001,20720,AT211
557,20720003,Paternion_20720AA,20720,AT211
558,20721001,Rosegg_20721,20721,AT211
559,20722001,St. Jakob im Rosental_20722000,20722,AT211
560,20722002,St. Jakob im Rosental_20722001,20722,AT211
561,20722003,St. Jakob im Rosental_20722AA,20722,AT211
562,20723001,Stockenboi_20723,20723,AT211
563,20724001,Treffen am Ossiacher See_20724002A,20724,AT211
564,20724002,Treffen am Ossiacher See_20724002B,20724,AT211
565,20724003,Treffen am Ossiacher See_20724003,20724,AT211
566,20724004,Treffen am Ossiacher See_20724AA,20724,AT211
567,20725001,Velden am Wörther See_20725000A,20725,AT211
568,20725002,Velden am Wörther See_20725000B,20725,AT211
569,20725003,Velden am Wörther See_20725000C,20725,AT211
570,20725004,Velden am Wörther See_20725005,20725,AT211
571,20725005,Velden am Wörther See_20725006,20725,AT211
572,20725006,Velden am Wörther See_20725AA,20725,AT211
573,20725007,Velden am Wörther See_20725AB,20725,AT211
574,20725901,P+R Velden am Wörthersee Bahnhof,20725,AT211
575,20726001,Weißenstein_20726000A,20726,AT211
576,20726002,Weißenstein_20726000B,20726,AT211
577,20726003,Weißenstein_20726AA,20726,AT211
578,20726901,P+R Paternion-Feistritz Bahnhof,20726,AT211
579,20727001,Wernberg_20727AA,20727,AT211
580,20727002,Wernberg_20727AB,20727,AT211
581,20727901,P+R Föderlach Bahnhof,20727,AT211
582,20801001,Bleiburg_20801000,20801,AT213
583,20801002,Bleiburg_20801001,20801,AT213
584,20801003,Bleiburg_20801002,20801,AT213
585,20801901,P+R Bleiburg Bahnhof,20801,AT213
586,20801902,P+R Bleiburg Stadt Bahnhof,20801,AT213
587,20802001,Diex_20802,20802,AT213
588,20803001,Eberndorf_20803003A,20803,AT213
589,20803002,Eberndorf_20803AA,20803,AT213
590,20803003,Eberndorf_20803AB,20803,AT213
591,20803004,Eberndorf_20803AC,20803,AT213
592,20803901,P+R Völkermarkt-Kühnsdorf Bahnhof,20803,AT213
593,20803902,P+R Mittlern Bahnhof,20803,AT213
594,20804001,Eisenkappel-Vellach_20804,20804,AT213
595,20805001,Feistritz ob Bleiburg_20805000,20805,AT213
596,20805002,Feistritz ob Bleiburg_20805001,20805,AT213
597,20806001,Gallizien_20806,20806,AT213
598,20807001,Globasnitz_20807,20807,AT213
599,20808001,Griffen_20808AA,20808,AT213
600,20808002,Griffen_20808AB,20808,AT213
601,20808003,Griffen_20808AC,20808,AT213
602,20810001,Neuhaus_20810,20810,AT213
603,20812001,Ruden_20812,20812,AT213
604,20813001,St. Kanzian am Klopeiner See_20813001,20813,AT213
605,20813002,St. Kanzian am Klopeiner See_20813AA,20813,AT213
606,20815001,Sittersdorf_20815,20815,AT213
607,20817001,Völkermarkt_20817001A,20817,AT213
608,20817002,Völkermarkt_20817AA,20817,AT213
609,20817003,Völkermarkt_20817AB,20817,AT213
610,20817004,Völkermarkt_20817AC,20817,AT213
611,20817005,Völkermarkt_20817AD,20817,AT213
612,20901001,Bad St. Leonhard im Lavanttal_20901000,20901,AT213
613,20901002,Bad St. Leonhard im Lavanttal_20901AA,20901,AT213
614,20901003,Bad St. Leonhard im Lavanttal_20901AB,20901,AT213
615,20905001,Frantschach-St. Gertraud_20905,20905,AT213
616,20909001,Lavamünd_20909,20909,AT213
617,20911001,Preitenegg_20911,20911,AT213
618,20912001,Reichenfels_20912,20912,AT213
619,20913001,St. Andrä_20913000,20913,AT213
620,20913002,St. Andrä_20913AA,20913,AT213
621,20913003,St. Andrä_20913AB,20913,AT213
622,20913004,St. Andrä_20913AC,20913,AT213
623,20913005,St. Andrä_20913AD,20913,AT213
624,20913006,St. Andrä_20913AE,20913,AT213
625,20913901,P+R St. Andrä (Wolfsberg) Bahnhof,20913,AT213
626,20914001,St. Georgen im Lavanttal_20914,20914,AT213
627,20918001,St. Paul im Lavanttal_20918000A,20918,AT213
628,20918002,St. Paul im Lavanttal_20918000B,20918,AT213
629,20918003,St. Paul im Lavanttal_20918001,20918,AT213
630,20918004,St. Paul im Lavanttal_20918AA,20918,AT213
631,20918901,P+R St. Paul im Lavanttal Bahnhof,20918,AT213
632,20918902,P+R Bahnhof Lavanttal,20918,AT213
633,20923001,Wolfsberg_20923010A,20923,AT213
634,20923002,Wolfsberg_20923010B,20923,AT213
635,20923003,Wolfsberg_20923011,20923,AT213
636,20923004,Wolfsberg_20923012,20923,AT213
637,20923005,Wolfsberg_20923040,20923,AT213
638,20923006,Wolfsberg_20923070,20923,AT213
639,20923007,Wolfsberg_20923AA,20923,AT213
640,20923008,Wolfsberg_20923AB,20923,AT213
641,20923009,Wolfsberg_20923AC,20923,AT213
642,20923010,Wolfsberg_20923AD,20923,AT213
643,20923011,Wolfsberg_20923AE,20923,AT213
644,20923012,Wolfsberg_20923AF,20923,AT213
645,20923013,Wolfsberg_20923AG,20923,AT213
646,20923901,P+R Wolfsberg (Kärnten) Bahnhof,20923,AT213
647,20923902,P+R Wolfsberg (Kärnten) Reding Bahnhof,20923,AT213
648,20923903,P+R St. Stefan (Wolfsberg) Bahnhof,20923,AT213
649,21001001,Albeck_21001,21001,AT212
650,21002001,Feldkirchen in Kärnten_21002000A,21002,AT212
651,21002002,Feldkirchen in Kärnten_21002000B,21002,AT212
652,21002003,Feldkirchen in Kärnten_21002001A,21002,AT212
653,21002004,Feldkirchen in Kärnten_21002002,21002,AT212
654,21002005,Feldkirchen in Kärnten_21002020,21002,AT212
655,21002006,Feldkirchen in Kärnten_21002AA,21002,AT212
656,21002007,Feldkirchen in Kärnten_21002AB,21002,AT212
657,21002008,Feldkirchen in Kärnten_21002AC,21002,AT212
658,21003001,Glanegg_21003000A,21003,AT212
659,21003002,Glanegg_21003000B,21003,AT212
660,21003003,Glanegg_21003000C,21003,AT212
661,21004001,Gnesau_21004,21004,AT212
662,21005001,Himmelberg_21005,21005,AT212
663,21006001,Ossiach_21006,21006,AT212
664,21007001,Reichenau_21007,21007,AT212
665,21008001,St. Urban_21008,21008,AT212
666,21009001,Steindorf am Ossiacher See_21009000,21009,AT212
667,21009002,Steindorf am Ossiacher See_21009001A,21009,AT212
668,21009003,Steindorf am Ossiacher See_21009001B,21009,AT212
669,21009004,Steindorf am Ossiacher See_21009002,21009,AT212
670,21010001,Steuerberg_21010,21010,AT212
671,30101001,Krems an der Donau_30101000,30101,AT124
672,30101002,Krems an der Donau_30101004,30101,AT124
673,30101003,Krems an der Donau_30101005,30101,AT124
674,30101004,Krems an der Donau_30101011,30101,AT124
675,30101005,Krems an der Donau_30101082,30101,AT124
676,30101006,Krems an der Donau_30101090A,30101,AT124
677,30101007,Krems an der Donau_30101093,30101,AT124
678,30101008,Krems an der Donau_30101130A,30101,AT124
679,30101009,Krems an der Donau_30101AA,30101,AT124
680,30101010,Krems an der Donau_30101AB,30101,AT124
681,30101011,Krems an der Donau_30101AC,30101,AT124
682,30101012,Krems an der Donau_30101AD,30101,AT124
683,30101013,Krems an der Donau_30101AE,30101,AT124
684,30101014,Krems an der Donau_30101AF,30101,AT124
685,30101015,Krems an der Donau_30101AG,30101,AT124
686,30101016,Krems an der Donau_30101AH,30101,AT124
687,30101017,Krems an der Donau_30101AI,30101,AT124
688,30101018,Krems an der Donau_30101AJ,30101,AT124
689,30101019,Krems an der Donau_30101AK,30101,AT124
690,30101020,Krems an der Donau_30101AL,30101,AT124
691,30101901,P+R Krems an der Donau Bahnhof,30101,AT124
692,30201001,St. Pölten_30201000,30201,AT123
693,30201002,St. Pölten_30201001,30201,AT123
694,30201003,St. Pölten_30201002,30201,AT123
695,30201004,St. Pölten_30201003,30201,AT123
696,30201005,St. Pölten_30201010A,30201,AT123
697,30201006,St. Pölten_30201010B,30201,AT123
698,30201007,St. Pölten_30201010C,30201,AT123
699,30201008,St. Pölten_30201031,30201,AT123
700,30201009,St. Pölten_30201032A,30201,AT123
701,30201010,St. Pölten_30201032B,30201,AT123
702,30201011,St. Pölten_30201040A,30201,AT123
703,30201012,St. Pölten_30201042A,30201,AT123
704,30201013,St. Pölten_30201042B,30201,AT123
705,30201014,St. Pölten_30201043A,30201,AT123
706,30201015,St. Pölten_30201043B,30201,AT123
707,30201016,St. Pölten_30201043C,30201,AT123
708,30201017,St. Pölten_30201044,30201,AT123
709,30201018,St. Pölten_30201045A,30201,AT123
710,30201019,St. Pölten_30201048,30201,AT123
711,30201020,St. Pölten_30201050A,30201,AT123
712,30201021,St. Pölten_30201052A,30201,AT123
713,30201022,St. Pölten_30201065,30201,AT123
714,30201023,St. Pölten_30201066,30201,AT123
715,30201024,St. Pölten_30201070A,30201,AT123
716,30201025,St. Pölten_30201070B,30201,AT123
717,30201026,St. Pölten_30201072,30201,AT123
718,30201027,St. Pölten_30201AA,30201,AT123
719,30201028,St. Pölten_30201AB,30201,AT123
720,30201029,St. Pölten_30201AC,30201,AT123
721,30201030,St. Pölten_30201AD,30201,AT123
722,30201031,St. Pölten_30201AE,30201,AT123
723,30201032,St. Pölten_30201AF,30201,AT123
724,30201033,St. Pölten_30201AG,30201,AT123
725,30201034,St. Pölten_30201AH,30201,AT123
726,30201035,St. Pölten_30201AI,30201,AT123
727,30201036,St. Pölten_30201AJ,30201,AT123
728,30201037,St. Pölten_30201AK,30201,AT123
729,30201038,St. Pölten_30201AL,30201,AT123
730,30201039,St. Pölten_30201AM,30201,AT123
731,30201040,St. Pölten_30201AN,30201,AT123
732,30201041,St. Pölten_30201AO,30201,AT123
733,30201042,St. Pölten_30201AP,30201,AT123
734,30201901,P+R St. Pölten Hauptbahnhof,30201,AT123
735,30201902,P+R St. Pölten Porschestr. Bf./P+R Süd,30201,AT123
736,30301001,Waidhofen an der Ybbs_30301001,30301,AT121
737,30301002,Waidhofen an der Ybbs_30301002A,30301,AT121
738,30301003,Waidhofen an der Ybbs_30301002B,30301,AT121
739,30301004,Waidhofen an der Ybbs_30301003,30301,AT121
740,30301005,Waidhofen an der Ybbs_30301011A,30301,AT121
741,30301006,Waidhofen an der Ybbs_30301011B,30301,AT121
742,30301007,Waidhofen an der Ybbs_30301011C,30301,AT121
743,30301008,Waidhofen an der Ybbs_30301011D,30301,AT121
744,30301009,Waidhofen an der Ybbs_30301011E,30301,AT121
745,30301010,Waidhofen an der Ybbs_30301030A,30301,AT121
746,30301011,Waidhofen an der Ybbs_30301AA,30301,AT121
747,30301012,Waidhofen an der Ybbs_30301AB,30301,AT121
748,30301013,Waidhofen an der Ybbs_30301AC,30301,AT121
749,30301014,Waidhofen an der Ybbs_30301AD,30301,AT121
750,30301901,P+R Waidhofen an der Ybbs Bahnhof,30301,AT121
751,30401001,Wiener Neustadt_30401000A,30401,AT122
752,30401002,Wiener Neustadt_30401000B,30401,AT122
753,30401003,Wiener Neustadt_30401002A,30401,AT122
754,30401004,Wiener Neustadt_30401004,30401,AT122
755,30401005,Wiener Neustadt_30401010A,30401,AT122
756,30401006,Wiener Neustadt_30401012,30401,AT122
757,30401007,Wiener Neustadt_30401022,30401,AT122
758,30401008,Wiener Neustadt_30401032,30401,AT122
759,30401009,Wiener Neustadt_30401033A,30401,AT122
760,30401010,Wiener Neustadt_30401033B,30401,AT122
761,30401011,Wiener Neustadt_30401033C,30401,AT122
762,30401012,Wiener Neustadt_30401034,30401,AT122
763,30401013,Wiener Neustadt_30401040,30401,AT122
764,30401014,Wiener Neustadt_30401044A,30401,AT122
765,30401015,Wiener Neustadt_30401051A,30401,AT122
766,30401016,Wiener Neustadt_30401051B,30401,AT122
767,30401017,Wiener Neustadt_30401051C,30401,AT122
768,30401018,Wiener Neustadt_30401052A,30401,AT122
769,30401019,Wiener Neustadt_30401052B,30401,AT122
770,30401020,Wiener Neustadt_30401052C,30401,AT122
771,30401021,Wiener Neustadt_30401AA,30401,AT122
772,30401022,Wiener Neustadt_30401AB,30401,AT122
773,30401023,Wiener Neustadt_30401AC,30401,AT122
774,30401024,Wiener Neustadt_30401AD,30401,AT122
775,30401025,Wiener Neustadt_30401AE,30401,AT122
776,30401026,Wiener Neustadt_30401AF,30401,AT122
777,30401027,Wiener Neustadt_30401AG,30401,AT122
778,30401028,Wiener Neustadt_30401AH,30401,AT122
779,30401029,Wiener Neustadt_30401AI,30401,AT122
780,30401030,Wiener Neustadt_30401AJ,30401,AT122
781,30401901,P+R Wiener Neustadt Hauptbahnhof,30401,AT122
782,30501001,Allhartsberg_30501,30501,AT121
783,30502001,Amstetten_30502000,30502,AT121
784,30502002,Amstetten_30502010A,30502,AT121
785,30502003,Amstetten_30502011A,30502,AT121
786,30502004,Amstetten_30502020,30502,AT121
787,30502005,Amstetten_30502030A,30502,AT121
788,30502006,Amstetten_30502040A,30502,AT121
789,30502007,Amstetten_30502AA,30502,AT121
790,30502008,Amstetten_30502AB,30502,AT121
791,30502009,Amstetten_30502AC,30502,AT121
792,30502010,Amstetten_30502AD,30502,AT121
793,30502011,Amstetten_30502AE,30502,AT121
794,30502012,Amstetten_30502AF,30502,AT121
795,30502013,Amstetten_30502AG,30502,AT121
796,30502014,Amstetten_30502AH,30502,AT121
797,30502015,Amstetten_30502AI,30502,AT121
798,30502016,Amstetten_30502AJ,30502,AT121
799,30502017,Amstetten_30502AK,30502,AT121
800,30502018,Amstetten_30502AL,30502,AT121
801,30502901,P+R Amstetten Bahnhof,30502,AT121
802,30503001,Ardagger_30503,30503,AT121
803,30504001,Aschbach-Markt_30504AA,30504,AT121
804,30504002,Aschbach-Markt_30504AB,30504,AT121
805,30506001,Behamberg_30506,30506,AT121
806,30507001,Biberbach_30507,30507,AT121
807,30508001,Ennsdorf_30508000,30508,AT121
808,30508002,Ennsdorf_30508001,30508,AT121
809,30509001,Ernsthofen_30509,30509,AT121
810,30510001,Ertl_30510,30510,AT121
811,30511001,Euratsfeld_30511,30511,AT121
812,30512001,Ferschnitz_30512,30512,AT121
813,30514001,Haag_30514000,30514,AT121
814,30514002,Haag_30514003,30514,AT121
815,30514003,Haag_30514AA,30514,AT121
816,30514901,P+R Stadt Haag Bahnhof,30514,AT121
817,30515001,Haidershofen_30515,30515,AT121
818,30516001,Hollenstein an der Ybbs_30516,30516,AT121
819,30517001,Kematen an der Ybbs_30517,30517,AT121
820,30520001,Neuhofen an der Ybbs_30520,30520,AT121
821,30521001,Neustadtl an der Donau_30521,30521,AT121
822,30522001,Oed-Oehling_30522,30522,AT121
823,30524001,Opponitz_30524,30524,AT121
824,30526001,St. Georgen am Reith_30526,30526,AT121
825,30527001,St. Georgen am Ybbsfelde_30527,30527,AT121
826,30529001,St. Pantaleon-Erla_30529,30529,AT121
827,30530001,St. Peter in der Au_30530000,30530,AT121
828,30530002,St. Peter in der Au_30530AA,30530,AT121
829,30530003,St. Peter in der Au_30530AB,30530,AT121
830,30530901,P+R St. Peter-Seitenstetten Bahnhof,30530,AT121
831,30531001,St. Valentin_30531001,30531,AT121
832,30531002,St. Valentin_30531004A,30531,AT121
833,30531003,St. Valentin_30531004B,30531,AT121
834,30531004,St. Valentin_30531008,30531,AT121
835,30531005,St. Valentin_30531AA,30531,AT121
836,30531006,St. Valentin_30531AB,30531,AT121
837,30531901,P+R St. Valentin bei Amstetten Bahnhof,30531,AT121
838,30532001,Seitenstetten_30532AA,30532,AT121
839,30532002,Seitenstetten_30532AB,30532,AT121
840,30533001,Sonntagberg_30533001,30533,AT121
841,30533002,Sonntagberg_30533AA,30533,AT121
842,30533003,Sonntagberg_30533AB,30533,AT121
843,30533004,Sonntagberg_30533AC,30533,AT121
844,30534001,Strengberg_30534,30534,AT121
845,30536001,Viehdorf_30536,30536,AT121
846,30538001,Wallsee-Sindelburg_30538,30538,AT121
847,30539001,Weistrach_30539,30539,AT121
848,30541001,Winklarn_30541,30541,AT121
849,30542001,Wolfsbach_30542,30542,AT121
850,30543001,Ybbsitz_30543002,30543,AT121
851,30543002,Ybbsitz_30543AA,30543,AT121
852,30543003,Ybbsitz_30543AB,30543,AT121
853,30543004,Ybbsitz_30543AC,30543,AT121
854,30544001,Zeillern_30544,30544,AT121
855,30601001,Alland_30601,30601,AT127
856,30602001,Altenmarkt an der Triesting_30602,30602,AT122
857,30603001,Bad Vöslau_30603000,30603,AT127
858,30603002,Bad Vöslau_30603002,30603,AT127
859,30603003,Bad Vöslau_30603011,30603,AT127
860,30603004,Bad Vöslau_30603AA,30603,AT127
861,30603005,Bad Vöslau_30603AB,30603,AT127
862,30603901,P+R Bad Vöslau Bahnhof,30603,AT127
863,30604001,Baden_30604000,30604,AT127
864,30604002,Baden_30604040,30604,AT127
865,30604003,Baden_30604045A,30604,AT127
866,30604004,Baden_30604045B,30604,AT127
867,30604005,Baden_30604045C,30604,AT127
868,30604006,Baden_30604046,30604,AT127
869,30604007,Baden_30604AA,30604,AT127
870,30604008,Baden_30604AB,30604,AT127
871,30604009,Baden_30604AC,30604,AT127
872,30604010,Baden_30604AD,30604,AT127
873,30604011,Baden_30604AE,30604,AT127
874,30604012,Baden_30604AF,30604,AT127
875,30604013,Baden_30604AG,30604,AT127
876,30604014,Baden_30604AH,30604,AT127
877,30604015,Baden_30604AI,30604,AT127
878,30604016,Baden_30604AJ,30604,AT127
879,30604901,P+R Baden bei Wien Viadukt,30604,AT127
880,30605001,Berndorf_30605002,30605,AT122
881,30605002,Berndorf_30605006,30605,AT122
882,30605003,Berndorf_30605007,30605,AT122
883,30605004,Berndorf_30605008,30605,AT122
884,30605005,Berndorf_30605009,30605,AT122
885,30605006,Berndorf_30605AA,30605,AT122
886,30605007,Berndorf_30605AB,30605,AT122
887,30607001,Ebreichsdorf_30607001A,30607,AT127
888,30607002,Ebreichsdorf_30607001B,30607,AT127
889,30607003,Ebreichsdorf_30607005,30607,AT127
890,30607004,Ebreichsdorf_30607AA,30607,AT127
891,30607005,Ebreichsdorf_30607AB,30607,AT127
892,30607901,P+R Ebreichsdorf Bahnhof,30607,AT127
893,30608001,Enzesfeld-Lindabrunn_30608001,30608,AT122
894,30608002,Enzesfeld-Lindabrunn_30608AA,30608,AT122
895,30609001,Furth an der Triesting_30609,30609,AT122
896,30612001,Günselsdorf_30612,30612,AT127
897,30613001,Heiligenkreuz_30613,30613,AT127
898,30614001,Hernstein_30614,30614,AT122
899,30615001,Hirtenberg_30615,30615,AT122
900,30616001,Klausen-Leopoldsdorf_30616,30616,AT127
901,30618001,Kottingbrunn_30618001,30618,AT127
902,30618002,Kottingbrunn_30618002,30618,AT127
903,30618003,Kottingbrunn_30618AA,30618,AT127
904,30620001,Leobersdorf_30620001,30620,AT127
905,30620002,Leobersdorf_30620AA,30620,AT127
906,30620901,P+R Leobersdorf Bahnhof,30620,AT127
907,30621001,Mitterndorf an der Fischa_30621,30621,AT127
908,30623001,Oberwaltersdorf_30623000A,30623,AT127
909,30623002,Oberwaltersdorf_30623000B,30623,AT127
910,30623003,Oberwaltersdorf_30623001A,30623,AT127
911,30623004,Oberwaltersdorf_30623001B,30623,AT127
912,30625001,Pfaffstätten_30625AA,30625,AT127
913,30625002,Pfaffstätten_30625AB,30625,AT127
914,30626001,Pottendorf_30626AA,30626,AT127
915,30626002,Pottendorf_30626AB,30626,AT127
916,30626003,Pottendorf_30626AC,30626,AT127
917,30626901,P+R Pottendorf-Landegg Bahnhof,30626,AT127
918,30627001,Pottenstein_30627,30627,AT122
919,30629001,Reisenberg_30629,30629,AT127
920,30631001,Schönau an der Triesting_30631,30631,AT127
921,30633001,Seibersdorf_30633,30633,AT127
922,30635001,Sooß_30635,30635,AT127
923,30636001,Tattendorf_30636,30636,AT127
924,30637001,Teesdorf_30637,30637,AT127
925,30639001,Traiskirchen_30639000A,30639,AT127
926,30639002,Traiskirchen_30639000B,30639,AT127
927,30639003,Traiskirchen_30639004,30639,AT127
928,30639004,Traiskirchen_30639005A,30639,AT127
929,30639005,Traiskirchen_30639005B,30639,AT127
930,30639006,Traiskirchen_30639006,30639,AT127
931,30639007,Traiskirchen_30639007,30639,AT127
932,30639008,Traiskirchen_30639008,30639,AT127
933,30639009,Traiskirchen_30639AA,30639,AT127
934,30639010,Traiskirchen_30639AB,30639,AT127
935,30639011,Traiskirchen_30639AC,30639,AT127
936,30639012,Traiskirchen_30639AD,30639,AT127
937,30641001,Trumau_30641,30641,AT127
938,30645001,Weissenbach an der Triesting_30645,30645,AT122
939,30646001,Blumau-Neurißhof_30646,30646,AT127
940,30701001,Au am Leithaberge_30701,30701,AT127
941,30702001,Bad Deutsch-Altenburg_30702,30702,AT127
942,30702901,P+R Bad Deutsch-Altenburg Bahnhof,30702,AT127
943,30703001,Berg_30703,30703,AT127
944,30704001,Bruck an der Leitha_30704000,30704,AT127
945,30704002,Bruck an der Leitha_30704001,30704,AT127
946,30704003,Bruck an der Leitha_30704002,30704,AT127
947,30704004,Bruck an der Leitha_30704005,30704,AT127
948,30704005,Bruck an der Leitha_30704006,30704,AT127
949,30704006,Bruck an der Leitha_30704AA,30704,AT127
950,30704901,P+R Wilfleinsdorf Bahnhof,30704,AT127
951,30706001,Enzersdorf an der Fischa_30706,30706,AT127
952,30708001,Göttlesbrunn-Arbesthal_30708,30708,AT127
953,30709001,Götzendorf an der Leitha_30709,30709,AT127
954,30709901,P+R Götzendorf/Leitha Bahnhof,30709,AT127
955,30710001,Hainburg a.d. Donau_30710001,30710,AT127
956,30710002,Hainburg a.d. Donau_30710004A,30710,AT127
957,30710003,Hainburg a.d. Donau_30710AA,30710,AT127
958,30710004,Hainburg a.d. Donau_30710AB,30710,AT127
959,30710005,Hainburg a.d. Donau_30710AC,30710,AT127
960,30710901,P+R Hainburg/Donau Kulturfabrik Bahnhof,30710,AT127
961,30711001,Haslau-Maria Ellend_30711000,30711,AT127
962,30711002,Haslau-Maria Ellend_30711AA,30711,AT127
963,30712001,Höflein_30712,30712,AT127
964,30713001,Hof am Leithaberge_30713,30713,AT127
965,30715001,Hundsheim_30715,30715,AT127
966,30716001,Mannersdorf am Leithagebirge_30716003,30716,AT127
