start_timestep;route;fleet_size;charge_cap;batt_cap;d_spec;SOC_init;incoming;arriving;depart_time;len;fleet_id
20.0;(55, 53, 52, 51);109.0;110.0;60.0;0.209;0.8000000000000003;{55: 109.0};{51: 109.0};{55: {20.0: 5.0, 32.0: 104.0}};4;125
20.0;(51, 52, 53, 55);63.0;110.0;60.0;0.209;0.6000000000000001;{51: 63.0};{55: 63.0};{51: {20.0: 6.0, 28.0: 57.0}};4;126
20.0;(26, 25, 21, 22, 23);142.0;110.0;60.0;0.209;1.0000000000000002;{26: 142.0};{23: 126.0, 22: 16.0};{26: {20.0: 17.0, 72.0: 125.0}};5;127
20.0;(76, 72, 70, 58, 57, 53, 30, 29, 26, 27);21.0;110.0;60.0;0.209;0.6;{76: 21.0};{27: 19.0, 26: 2.0};{76: {20.0: 3.0, 32.0: 18.0}};10;128
20.0;(26, 25, 21, 22, 23, 24, 38, 42, 43);2.0;41.0;55.0;0.236;0.7999999999999999;{26: 2.0};{43: 2.0};{26: {20.0: 1.0, 28.0: 1.0}};9;129
20.0;(82, 66, 67, 77, 72, 70, 69, 63, 62, 60, 41, 40, 42, 43);2.0;110.0;60.0;0.209;0.7;{82: 2.0};{43: 2.0};{82: {20.0: 1.0, 44.0: 1.0}};14;130
20.0;(86, 73, 69, 58);16.0;110.0;60.0;0.209;0.8999999999999999;{86: 16.0};{58: 16.0};{86: {20.0: 4.0, 64.0: 12.0}};4;131
20.0;(43, 42, 38, 36);7.0;110.0;60.0;0.209;0.8999999999999999;{43: 7.0};{36: 7.0};{43: {20.0: 3.0, 28.0: 4.0}};4;132
20.0;(27, 26, 29, 30, 52, 54, 61, 66, 82);3.0;41.0;55.0;0.236;1.1;{27: 3.0};{82: 3.0};{27: {20.0: 1.0, 28.0: 2.0}};9;133
20.0;(51, 52, 53, 57);7.0;110.0;60.0;0.209;1.0000000000000002;{51: 7.0};{57: 7.0};{51: {20.0: 1.0, 28.0: 6.0}};4;134
20.0;(27, 26, 25, 20, 12);23.0;110.0;60.0;0.209;0.7999999999999999;{27: 23.0};{12: 23.0};{27: {20.0: 1.0, 36.0: 22.0}};5;135
20.0;(46, 47, 60, 64);2.0;110.0;60.0;0.209;0.7999999999999999;{46: 2.0};{64: 2.0};{46: {20.0: 1.0, 28.0: 1.0}};4;136
20.0;(12, 19, 9, 8);133.0;110.0;60.0;0.209;0.8000000000000003;{12: 133.0};{8: 133.0};{12: {20.0: 14.0, 36.0: 119.0}};4;137
