,start_timestep,route,fleet_size,charge_cap,batt_cap,d_spec,SOC_init,fleet_id
6268,63.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",56.0,41.0,68.2,0.22,0.9,6268
6269,64.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",81.0,110.0,88.16,0.232,0.9,6269
6270,65.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",53.0,85.0,81.2,0.232,0.9,6270
6271,66.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",59.0,103.0,107.94,0.257,0.9,6271
6272,67.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",75.0,103.0,108.0,0.27,0.9,6272
6273,68.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",81.0,103.0,108.0,0.27,0.9,6273
6274,69.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",75.0,114.0,82.08,0.288,0.9,6274
6275,70.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",63.0,64.0,110.6,0.28,0.9,6275
6276,71.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",78.0,85.0,81.2,0.232,0.9,6276
6277,72.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",59.0,36.0,5.47,0.0219,0.8,6277
6278,73.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",62.0,41.0,68.2,0.22,0.9,6278
6279,74.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",45.0,64.0,110.6,0.28,0.9,6279
6280,75.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",61.0,41.0,68.2,0.22,0.9,6280
6281,76.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",48.0,110.0,88.16,0.232,0.9,6281
6282,77.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",51.0,110.0,88.16,0.232,0.9,6282
6283,78.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",44.0,67.0,53.11,0.226,0.8,6283
6284,79.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",34.0,110.0,88.16,0.232,0.9,6284
6285,80.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",31.0,110.0,88.16,0.232,0.9,6285
6286,81.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",27.0,39.0,45.03,0.237,0.8,6286
6287,82.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",26.0,110.0,88.16,0.232,0.9,6287
6288,83.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",21.0,110.0,88.16,0.232,0.9,6288
6289,84.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",11.0,103.0,107.94,0.257,0.9,6289
6290,85.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",5.0,39.0,45.03,0.237,0.8,6290
6291,86.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",10.0,67.0,53.11,0.226,0.8,6291
6292,87.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",7.0,41.0,68.2,0.22,0.9,6292
6293,88.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",2.0,64.0,110.6,0.28,0.9,6293
6294,89.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",6.0,103.0,108.0,0.27,0.9,6294
6295,90.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",5.0,41.0,68.2,0.22,0.9,6295
6296,91.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",8.0,41.0,68.2,0.22,0.9,6296
6297,92.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",1.0,110.0,88.16,0.232,0.9,6297
6298,93.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",1.0,47.0,54.05,0.23,0.8,6298
6299,94.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",1.0,110.0,88.16,0.232,0.9,6299
6300,95.0,"(8, 7, 6, 5, 4, 3, 2, 1, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93)",3.0,67.0,53.11,0.226,0.8,6300
6301,17.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",2.0,103.0,107.94,0.257,0.9,6301
6302,18.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",3.0,77.0,88.8,0.24,0.8,6302
6303,19.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",9.0,110.0,88.16,0.232,0.9,6303
6304,20.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",11.0,77.0,88.8,0.24,0.8,6304
6305,21.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",15.0,114.0,82.08,0.288,0.8,6305
6306,22.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",31.0,77.0,88.8,0.24,0.8,6306
6307,23.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",40.0,103.0,108.0,0.27,0.9,6307
6308,24.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",62.0,110.0,88.16,0.232,0.9,6308
6309,25.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",79.0,110.0,88.16,0.232,0.9,6309
6310,26.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",88.0,110.0,88.16,0.232,0.9,6310
6311,27.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",105.0,85.0,81.2,0.232,0.8,6311
6312,28.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",152.0,110.0,88.16,0.232,0.9,6312
6313,29.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",169.0,64.0,110.6,0.28,0.9,6313
6314,30.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",173.0,41.0,68.2,0.22,0.8,6314
6315,31.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",192.0,85.0,81.2,0.232,0.8,6315
6316,32.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",197.0,41.0,68.2,0.22,0.8,6316
6317,33.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",171.0,64.0,110.6,0.28,0.9,6317
6318,34.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",145.0,110.0,88.16,0.232,0.9,6318
6319,35.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",147.0,110.0,88.16,0.232,0.9,6319
6320,36.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",148.0,110.0,88.16,0.232,0.9,6320
6321,37.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",141.0,110.0,88.16,0.232,0.9,6321
6322,38.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",141.0,110.0,88.16,0.232,0.9,6322
6323,39.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",145.0,110.0,88.16,0.232,0.9,6323
6324,40.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",135.0,64.0,110.6,0.28,0.9,6324
6325,41.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",117.0,110.0,88.16,0.232,0.9,6325
6326,42.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",127.0,110.0,88.16,0.232,0.9,6326
6327,43.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",139.0,114.0,82.08,0.288,0.8,6327
6328,44.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",122.0,110.0,88.16,0.232,0.9,6328
6329,45.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",133.0,110.0,88.16,0.232,0.9,6329
6330,46.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",109.0,110.0,88.16,0.232,0.9,6330
6331,47.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",125.0,110.0,88.16,0.232,0.9,6331
6332,48.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",97.0,85.0,81.2,0.232,0.8,6332
6333,49.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",109.0,110.0,88.16,0.232,0.9,6333
6334,50.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",83.0,85.0,81.2,0.232,0.8,6334
6335,51.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",100.0,110.0,88.16,0.232,0.9,6335
6336,52.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",96.0,85.0,81.2,0.232,0.8,6336
6337,53.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",96.0,41.0,68.2,0.22,0.8,6337
6338,54.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",84.0,110.0,88.16,0.232,0.9,6338
6339,55.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",117.0,103.0,108.0,0.27,0.9,6339
6340,56.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",82.0,64.0,110.6,0.28,0.9,6340
6341,57.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",87.0,77.0,88.8,0.24,0.8,6341
6342,58.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",100.0,103.0,107.94,0.257,0.9,6342
6343,59.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",102.0,110.0,88.16,0.232,0.9,6343
6344,60.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",91.0,77.0,88.8,0.24,0.8,6344
6345,61.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",99.0,103.0,108.0,0.27,0.9,6345
6346,62.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",117.0,110.0,88.16,0.232,0.9,6346
6347,63.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",109.0,77.0,88.8,0.24,0.8,6347
6348,64.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",98.0,64.0,110.6,0.28,0.9,6348
6349,65.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",103.0,41.0,68.2,0.22,0.8,6349
6350,66.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",117.0,103.0,108.0,0.27,0.9,6350
6351,67.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",116.0,114.0,82.08,0.288,0.8,6351
6352,68.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",137.0,103.0,107.94,0.257,0.9,6352
6353,69.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",122.0,41.0,68.2,0.22,0.8,6353
6354,70.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",88.0,110.0,88.16,0.232,0.9,6354
6355,71.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",95.0,41.0,68.2,0.22,0.8,6355
6356,72.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",120.0,108.0,103.09,0.237,0.9,6356
6357,73.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",91.0,41.0,68.2,0.22,0.8,6357
6358,74.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",104.0,110.0,88.16,0.232,0.9,6358
6359,75.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",90.0,114.0,82.08,0.288,0.8,6359
6360,76.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",97.0,103.0,108.0,0.27,0.9,6360
6361,77.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",69.0,114.0,82.08,0.288,0.8,6361
6362,78.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",66.0,85.0,81.2,0.232,0.8,6362
6363,79.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",66.0,114.0,82.08,0.288,0.8,6363
6364,80.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",55.0,110.0,88.16,0.232,0.9,6364
6365,81.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",39.0,41.0,68.2,0.22,0.8,6365
6366,82.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",44.0,77.0,88.8,0.24,0.8,6366
6367,83.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",26.0,108.0,103.09,0.237,0.9,6367
6368,84.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",22.0,41.0,68.2,0.22,0.8,6368
6369,85.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",31.0,41.0,68.2,0.22,0.8,6369
6370,86.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",10.0,110.0,88.16,0.232,0.9,6370
6371,87.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",9.0,85.0,81.2,0.232,0.8,6371
6372,88.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",10.0,64.0,110.6,0.28,0.9,6372
6373,89.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",9.0,77.0,88.8,0.24,0.8,6373
6374,90.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",5.0,114.0,82.08,0.288,0.8,6374
6375,91.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",5.0,114.0,82.08,0.288,0.8,6375
6376,92.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",6.0,110.0,88.16,0.232,0.9,6376
6377,93.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",1.0,110.0,88.16,0.232,0.9,6377
6378,94.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",3.0,103.0,107.94,0.257,0.9,6378
6379,95.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 64, 65, 66)",1.0,103.0,107.94,0.257,0.9,6379
6380,7.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",1.0,85.0,81.2,0.232,0.8,6380
6381,12.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",1.0,110.0,88.16,0.232,0.9,6381
6382,15.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",1.0,85.0,81.2,0.232,0.8,6382
6383,16.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",2.0,103.0,107.94,0.257,0.9,6383
6384,17.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",3.0,41.0,68.2,0.22,0.8,6384
6385,18.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",2.0,41.0,68.2,0.22,0.8,6385
6386,19.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",5.0,114.0,82.08,0.288,0.8,6386
6387,20.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",9.0,103.0,108.0,0.27,0.9,6387
6388,21.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",11.0,85.0,81.2,0.232,0.8,6388
6389,22.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",35.0,64.0,110.6,0.28,0.9,6389
6390,23.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",34.0,110.0,88.16,0.232,0.9,6390
6391,24.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",65.0,103.0,108.0,0.27,0.9,6391
6392,25.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",78.0,41.0,68.2,0.22,0.8,6392
6393,26.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",96.0,85.0,81.2,0.232,0.8,6393
6394,27.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",133.0,110.0,88.16,0.232,0.9,6394
6395,28.0,"(8, 6, 7, 3, 4, 5, 1, 2, 11, 12, 13, 14, 15, 28, 29, 30, 31, 32, 33, 57, 58, 60, 61, 62, 63, 91, 93, 94, 100, 88)",138.0,77.0,88.8,0.24,0.8,6395
