,Zählt,Pendeltyp,Wohnort - NUTS Gliederung (Ebene +1),Arbeits- bzw. Schulort - NUTS Gliederung (Ebene +1),Jahr,Anzahl,Anmerkungen,Unnamed: 7
2313,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Mühlviertel <AT313>,2019.0,97,,
2322,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Linz-Wels <AT312>,2019.0,713,,
2331,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Innviertel <AT311>,2019.0,68,,
2340,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,West- und Südsteiermark <AT225>,2019.0,91,,
2349,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Oststeiermark <AT224>,2019.0,99,,
2358,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Westliche Obersteiermark <AT226>,2019.0,33,,
2367,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Östliche Obersteiermark <AT223>,2019.0,113,,
2376,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Liezen <AT222>,2019.0,34,,
2385,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Graz <AT221>,2019.0,370,,
2394,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Unterkärnten <AT213>,2019.0,71,,
2403,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Oberkärnten <AT212>,2019.0,38,,
2412,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Klagenfurt-Villach <AT211>,2019.0,127,,
2421,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Wiener Umland-Südteil <AT127>,2019.0,86138,,
2430,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Wien <AT130>,2019.0,64482,,
2439,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Wiener Umland-Nordteil <AT126>,2019.0,2290,,
2448,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Weinviertel <AT125>,2019.0,249,,
2457,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Waldviertel <AT124>,2019.0,678,,
2466,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Sankt Pölten <AT123>,2019.0,1716,,
2475,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Niederösterreich-Süd <AT122>,2019.0,6076,,
2484,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Mostviertel-Eisenwurzen <AT121>,2019.0,541,,
2493,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Nordburgenland <AT112>,2019.0,2599,,
2502,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Südburgenland <AT113>,2019.0,128,,
2511,Personen,Erwerbspendler,Wiener Umland-Südteil <AT127>,Mittelburgenland <AT111>,2019.0,81,,
2520,Personen,Erwerbspendler,Wien <AT130>,Salzburg und Umgebung <AT323>,2019.0,2376,,
2529,Personen,Erwerbspendler,Wien <AT130>,Pinzgau-Pongau <AT322>,2019.0,256,,
2538,Personen,Erwerbspendler,Wien <AT130>,Lungau <AT321>,2019.0,22,,
2547,Personen,Erwerbspendler,Wien <AT130>,Steyr-Kirchdorf <AT314>,2019.0,402,,
2556,Personen,Erwerbspendler,Wien <AT130>,Traunviertel <AT315>,2019.0,557,,
2565,Personen,Erwerbspendler,Wien <AT130>,Mühlviertel <AT313>,2019.0,485,,
2574,Personen,Erwerbspendler,Wien <AT130>,Linz-Wels <AT312>,2019.0,4447,,
2583,Personen,Erwerbspendler,Wien <AT130>,Innviertel <AT311>,2019.0,404,,
2592,Personen,Erwerbspendler,Wien <AT130>,West- und Südsteiermark <AT225>,2019.0,321,,
2601,Personen,Erwerbspendler,Wien <AT130>,Oststeiermark <AT224>,2019.0,697,,
2610,Personen,Erwerbspendler,Wien <AT130>,Westliche Obersteiermark <AT226>,2019.0,147,,
2619,Personen,Erwerbspendler,Wien <AT130>,Östliche Obersteiermark <AT223>,2019.0,476,,
2628,Personen,Erwerbspendler,Wien <AT130>,Liezen <AT222>,2019.0,170,,
2637,Personen,Erwerbspendler,Wien <AT130>,Graz <AT221>,2019.0,2212,,
2646,Personen,Erwerbspendler,Wien <AT130>,Unterkärnten <AT213>,2019.0,421,,
2655,Personen,Erwerbspendler,Wien <AT130>,Oberkärnten <AT212>,2019.0,339,,
2664,Personen,Erwerbspendler,Wien <AT130>,Klagenfurt-Villach <AT211>,2019.0,989,,
2673,Personen,Erwerbspendler,Wien <AT130>,Wiener Umland-Südteil <AT127>,2019.0,43324,,
2682,Personen,Erwerbspendler,Wien <AT130>,Wien <AT130>,2019.0,765333,,
2691,Personen,Erwerbspendler,Wien <AT130>,Wiener Umland-Nordteil <AT126>,2019.0,20587,,
2700,Personen,Erwerbspendler,Wien <AT130>,Weinviertel <AT125>,2019.0,1487,,
2709,Personen,Erwerbspendler,Wien <AT130>,Waldviertel <AT124>,2019.0,2090,,
2718,Personen,Erwerbspendler,Wien <AT130>,Sankt Pölten <AT123>,2019.0,5155,,
2727,Personen,Erwerbspendler,Wien <AT130>,Niederösterreich-Süd <AT122>,2019.0,5234,,
2736,Personen,Erwerbspendler,Wien <AT130>,Mostviertel-Eisenwurzen <AT121>,2019.0,1545,,
2745,Personen,Erwerbspendler,Wien <AT130>,Nordburgenland <AT112>,2019.0,3014,,
2754,Personen,Erwerbspendler,Wien <AT130>,Südburgenland <AT113>,2019.0,531,,
2763,Personen,Erwerbspendler,Wien <AT130>,Mittelburgenland <AT111>,2019.0,361,,
2772,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Salzburg und Umgebung <AT323>,2019.0,651,,
2781,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Pinzgau-Pongau <AT322>,2019.0,152,,
2790,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Lungau <AT321>,2019.0,31,,
2799,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Steyr-Kirchdorf <AT314>,2019.0,39,,
2808,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Traunviertel <AT315>,2019.0,114,,
2817,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Mühlviertel <AT313>,2019.0,40,,
2826,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Linz-Wels <AT312>,2019.0,611,,
2835,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Innviertel <AT311>,2019.0,71,,
2844,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,West- und Südsteiermark <AT225>,2019.0,211,,
2853,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Oststeiermark <AT224>,2019.0,148,,
2862,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Westliche Obersteiermark <AT226>,2019.0,225,,
2871,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Östliche Obersteiermark <AT223>,2019.0,128,,
2880,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Liezen <AT222>,2019.0,44,,
2889,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Graz <AT221>,2019.0,1631,,
2898,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Unterkärnten <AT213>,2019.0,5198,,
2907,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Oberkärnten <AT212>,2019.0,5185,,
2916,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Klagenfurt-Villach <AT211>,2019.0,114930,,
2925,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Wiener Umland-Südteil <AT127>,2019.0,517,,
2934,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Wien <AT130>,2019.0,3419,,
2943,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Wiener Umland-Nordteil <AT126>,2019.0,83,,
2952,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Weinviertel <AT125>,2019.0,12,,
2961,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Waldviertel <AT124>,2019.0,23,,
2970,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Sankt Pölten <AT123>,2019.0,85,,
2979,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Niederösterreich-Süd <AT122>,2019.0,71,,
2988,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Mostviertel-Eisenwurzen <AT121>,2019.0,78,,
2997,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Nordburgenland <AT112>,2019.0,39,,
3006,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Südburgenland <AT113>,2019.0,14,,
3015,Personen,Erwerbspendler,Klagenfurt-Villach <AT211>,Mittelburgenland <AT111>,2019.0,1,SW,
3024,Personen,Erwerbspendler,Oberkärnten <AT212>,Salzburg und Umgebung <AT323>,2019.0,711,,
3033,Personen,Erwerbspendler,Oberkärnten <AT212>,Pinzgau-Pongau <AT322>,2019.0,261,,
3042,Personen,Erwerbspendler,Oberkärnten <AT212>,Lungau <AT321>,2019.0,306,,
3051,Personen,Erwerbspendler,Oberkärnten <AT212>,Steyr-Kirchdorf <AT314>,2019.0,35,,
3060,Personen,Erwerbspendler,Oberkärnten <AT212>,Traunviertel <AT315>,2019.0,49,,
3069,Personen,Erwerbspendler,Oberkärnten <AT212>,Mühlviertel <AT313>,2019.0,118,,
3078,Personen,Erwerbspendler,Oberkärnten <AT212>,Linz-Wels <AT312>,2019.0,476,,
3087,Personen,Erwerbspendler,Oberkärnten <AT212>,Innviertel <AT311>,2019.0,77,,
3096,Personen,Erwerbspendler,Oberkärnten <AT212>,West- und Südsteiermark <AT225>,2019.0,45,,
3105,Personen,Erwerbspendler,Oberkärnten <AT212>,Oststeiermark <AT224>,2019.0,76,,
3114,Personen,Erwerbspendler,Oberkärnten <AT212>,Westliche Obersteiermark <AT226>,2019.0,140,,
3123,Personen,Erwerbspendler,Oberkärnten <AT212>,Östliche Obersteiermark <AT223>,2019.0,196,,
3132,Personen,Erwerbspendler,Oberkärnten <AT212>,Liezen <AT222>,2019.0,38,,
3141,Personen,Erwerbspendler,Oberkärnten <AT212>,Graz <AT221>,2019.0,478,,
3150,Personen,Erwerbspendler,Oberkärnten <AT212>,Unterkärnten <AT213>,2019.0,1220,,
3159,Personen,Erwerbspendler,Oberkärnten <AT212>,Oberkärnten <AT212>,2019.0,38038,,
3168,Personen,Erwerbspendler,Oberkärnten <AT212>,Klagenfurt-Villach <AT211>,2019.0,9826,,
3177,Personen,Erwerbspendler,Oberkärnten <AT212>,Wiener Umland-Südteil <AT127>,2019.0,238,,
3186,Personen,Erwerbspendler,Oberkärnten <AT212>,Wien <AT130>,2019.0,1658,,
3195,Personen,Erwerbspendler,Oberkärnten <AT212>,Wiener Umland-Nordteil <AT126>,2019.0,36,,
3204,Personen,Erwerbspendler,Oberkärnten <AT212>,Weinviertel <AT125>,2019.0,6,,
3213,Personen,Erwerbspendler,Oberkärnten <AT212>,Waldviertel <AT124>,2019.0,50,,
3222,Personen,Erwerbspendler,Oberkärnten <AT212>,Sankt Pölten <AT123>,2019.0,70,,
3231,Personen,Erwerbspendler,Oberkärnten <AT212>,Niederösterreich-Süd <AT122>,2019.0,66,,
3240,Personen,Erwerbspendler,Oberkärnten <AT212>,Mostviertel-Eisenwurzen <AT121>,2019.0,96,,
3249,Personen,Erwerbspendler,Oberkärnten <AT212>,Nordburgenland <AT112>,2019.0,12,,
3258,Personen,Erwerbspendler,Oberkärnten <AT212>,Südburgenland <AT113>,2019.0,7,,
3267,Personen,Erwerbspendler,Oberkärnten <AT212>,Mittelburgenland <AT111>,2019.0,4,SW,
3276,Personen,Erwerbspendler,Unterkärnten <AT213>,Salzburg und Umgebung <AT323>,2019.0,230,,
3285,Personen,Erwerbspendler,Unterkärnten <AT213>,Pinzgau-Pongau <AT322>,2019.0,29,,
3294,Personen,Erwerbspendler,Unterkärnten <AT213>,Lungau <AT321>,2019.0,6,,
3303,Personen,Erwerbspendler,Unterkärnten <AT213>,Steyr-Kirchdorf <AT314>,2019.0,13,,
3312,Personen,Erwerbspendler,Unterkärnten <AT213>,Traunviertel <AT315>,2019.0,46,,
3321,Personen,Erwerbspendler,Unterkärnten <AT213>,Mühlviertel <AT313>,2019.0,39,,
3330,Personen,Erwerbspendler,Unterkärnten <AT213>,Linz-Wels <AT312>,2019.0,343,,
3339,Personen,Erwerbspendler,Unterkärnten <AT213>,Innviertel <AT311>,2019.0,43,,
3348,Personen,Erwerbspendler,Unterkärnten <AT213>,West- und Südsteiermark <AT225>,2019.0,233,,
3357,Personen,Erwerbspendler,Unterkärnten <AT213>,Oststeiermark <AT224>,2019.0,83,,
3366,Personen,Erwerbspendler,Unterkärnten <AT213>,Westliche Obersteiermark <AT226>,2019.0,737,,
3375,Personen,Erwerbspendler,Unterkärnten <AT213>,Östliche Obersteiermark <AT223>,2019.0,123,,
3384,Personen,Erwerbspendler,Unterkärnten <AT213>,Liezen <AT222>,2019.0,19,,
3393,Personen,Erwerbspendler,Unterkärnten <AT213>,Graz <AT221>,2019.0,1337,,
3402,Personen,Erwerbspendler,Unterkärnten <AT213>,Unterkärnten <AT213>,2019.0,50371,,
3411,Personen,Erwerbspendler,Unterkärnten <AT213>,Oberkärnten <AT212>,2019.0,1181,,
3420,Personen,Erwerbspendler,Unterkärnten <AT213>,Klagenfurt-Villach <AT211>,2019.0,13095,,
3429,Personen,Erwerbspendler,Unterkärnten <AT213>,Wiener Umland-Südteil <AT127>,2019.0,327,,
3438,Personen,Erwerbspendler,Unterkärnten <AT213>,Wien <AT130>,2019.0,1744,,
3447,Personen,Erwerbspendler,Unterkärnten <AT213>,Wiener Umland-Nordteil <AT126>,2019.0,54,,
3456,Personen,Erwerbspendler,Unterkärnten <AT213>,Weinviertel <AT125>,2019.0,2,SW,
3465,Personen,Erwerbspendler,Unterkärnten <AT213>,Waldviertel <AT124>,2019.0,24,,
3474,Personen,Erwerbspendler,Unterkärnten <AT213>,Sankt Pölten <AT123>,2019.0,40,,
3483,Personen,Erwerbspendler,Unterkärnten <AT213>,Niederösterreich-Süd <AT122>,2019.0,36,,
3492,Personen,Erwerbspendler,Unterkärnten <AT213>,Mostviertel-Eisenwurzen <AT121>,2019.0,37,,
3501,Personen,Erwerbspendler,Unterkärnten <AT213>,Nordburgenland <AT112>,2019.0,9,,
3510,Personen,Erwerbspendler,Unterkärnten <AT213>,Südburgenland <AT113>,2019.0,12,,
3519,Personen,Erwerbspendler,Unterkärnten <AT213>,Mittelburgenland <AT111>,2019.0,3,SW,
3528,Personen,Erwerbspendler,Graz <AT221>,Salzburg und Umgebung <AT323>,2019.0,720,,
3537,Personen,Erwerbspendler,Graz <AT221>,Pinzgau-Pongau <AT322>,2019.0,116,,
3546,Personen,Erwerbspendler,Graz <AT221>,Lungau <AT321>,2019.0,12,,
3555,Personen,Erwerbspendler,Graz <AT221>,Steyr-Kirchdorf <AT314>,2019.0,115,,
3564,Personen,Erwerbspendler,Graz <AT221>,Traunviertel <AT315>,2019.0,121,,
3573,Personen,Erwerbspendler,Graz <AT221>,Mühlviertel <AT313>,2019.0,50,,
3582,Personen,Erwerbspendler,Graz <AT221>,Linz-Wels <AT312>,2019.0,1321,,
3591,Personen,Erwerbspendler,Graz <AT221>,Innviertel <AT311>,2019.0,145,,
3600,Personen,Erwerbspendler,Graz <AT221>,West- und Südsteiermark <AT225>,2019.0,7643,,
3609,Personen,Erwerbspendler,Graz <AT221>,Oststeiermark <AT224>,2019.0,6889,,
3618,Personen,Erwerbspendler,Graz <AT221>,Westliche Obersteiermark <AT226>,2019.0,1241,,
3627,Personen,Erwerbspendler,Graz <AT221>,Östliche Obersteiermark <AT223>,2019.0,3886,,
3636,Personen,Erwerbspendler,Graz <AT221>,Liezen <AT222>,2019.0,690,,
3645,Personen,Erwerbspendler,Graz <AT221>,Graz <AT221>,2019.0,187748,,
3654,Personen,Erwerbspendler,Graz <AT221>,Unterkärnten <AT213>,2019.0,482,,
3663,Personen,Erwerbspendler,Graz <AT221>,Oberkärnten <AT212>,2019.0,153,,
3672,Personen,Erwerbspendler,Graz <AT221>,Klagenfurt-Villach <AT211>,2019.0,668,,
3681,Personen,Erwerbspendler,Graz <AT221>,Wiener Umland-Südteil <AT127>,2019.0,766,,
3690,Personen,Erwerbspendler,Graz <AT221>,Wien <AT130>,2019.0,5787,,
3699,Personen,Erwerbspendler,Graz <AT221>,Wiener Umland-Nordteil <AT126>,2019.0,136,,
3708,Personen,Erwerbspendler,Graz <AT221>,Weinviertel <AT125>,2019.0,7,,
3717,Personen,Erwerbspendler,Graz <AT221>,Waldviertel <AT124>,2019.0,36,,
3726,Personen,Erwerbspendler,Graz <AT221>,Sankt Pölten <AT123>,2019.0,241,,
3735,Personen,Erwerbspendler,Graz <AT221>,Niederösterreich-Süd <AT122>,2019.0,245,,
3744,Personen,Erwerbspendler,Graz <AT221>,Mostviertel-Eisenwurzen <AT121>,2019.0,98,,
3753,Personen,Erwerbspendler,Graz <AT221>,Nordburgenland <AT112>,2019.0,67,,
3762,Personen,Erwerbspendler,Graz <AT221>,Südburgenland <AT113>,2019.0,262,,
3771,Personen,Erwerbspendler,Graz <AT221>,Mittelburgenland <AT111>,2019.0,52,,
3780,Personen,Erwerbspendler,Liezen <AT222>,Salzburg und Umgebung <AT323>,2019.0,499,,
3789,Personen,Erwerbspendler,Liezen <AT222>,Pinzgau-Pongau <AT322>,2019.0,646,,
3798,Personen,Erwerbspendler,Liezen <AT222>,Lungau <AT321>,2019.0,15,,
3807,Personen,Erwerbspendler,Liezen <AT222>,Steyr-Kirchdorf <AT314>,2019.0,634,,
3816,Personen,Erwerbspendler,Liezen <AT222>,Traunviertel <AT315>,2019.0,493,,
3825,Personen,Erwerbspendler,Liezen <AT222>,Mühlviertel <AT313>,2019.0,19,,
3834,Personen,Erwerbspendler,Liezen <AT222>,Linz-Wels <AT312>,2019.0,371,,
3843,Personen,Erwerbspendler,Liezen <AT222>,Innviertel <AT311>,2019.0,60,,
3852,Personen,Erwerbspendler,Liezen <AT222>,West- und Südsteiermark <AT225>,2019.0,118,,
3861,Personen,Erwerbspendler,Liezen <AT222>,Oststeiermark <AT224>,2019.0,146,,
3870,Personen,Erwerbspendler,Liezen <AT222>,Westliche Obersteiermark <AT226>,2019.0,267,,
3879,Personen,Erwerbspendler,Liezen <AT222>,Östliche Obersteiermark <AT223>,2019.0,603,,
3888,Personen,Erwerbspendler,Liezen <AT222>,Liezen <AT222>,2019.0,31408,,
3897,Personen,Erwerbspendler,Liezen <AT222>,Graz <AT221>,2019.0,1259,,
3906,Personen,Erwerbspendler,Liezen <AT222>,Unterkärnten <AT213>,2019.0,10,,
3915,Personen,Erwerbspendler,Liezen <AT222>,Oberkärnten <AT212>,2019.0,10,,
3924,Personen,Erwerbspendler,Liezen <AT222>,Klagenfurt-Villach <AT211>,2019.0,33,,
3933,Personen,Erwerbspendler,Liezen <AT222>,Wiener Umland-Südteil <AT127>,2019.0,119,,
3942,Personen,Erwerbspendler,Liezen <AT222>,Wien <AT130>,2019.0,1148,,
3951,Personen,Erwerbspendler,Liezen <AT222>,Wiener Umland-Nordteil <AT126>,2019.0,49,,
3960,Personen,Erwerbspendler,Liezen <AT222>,Weinviertel <AT125>,2019.0,1,SW,
3969,Personen,Erwerbspendler,Liezen <AT222>,Waldviertel <AT124>,2019.0,22,,
3978,Personen,Erwerbspendler,Liezen <AT222>,Sankt Pölten <AT123>,2019.0,42,,
3987,Personen,Erwerbspendler,Liezen <AT222>,Niederösterreich-Süd <AT122>,2019.0,76,,
3996,Personen,Erwerbspendler,Liezen <AT222>,Mostviertel-Eisenwurzen <AT121>,2019.0,138,,
4005,Personen,Erwerbspendler,Liezen <AT222>,Nordburgenland <AT112>,2019.0,9,,
4014,Personen,Erwerbspendler,Liezen <AT222>,Südburgenland <AT113>,2019.0,6,,
4023,Personen,Erwerbspendler,Liezen <AT222>,Mittelburgenland <AT111>,2019.0,4,SW,
4032,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Salzburg und Umgebung <AT323>,2019.0,174,,
4041,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Pinzgau-Pongau <AT322>,2019.0,35,,
4050,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Lungau <AT321>,2019.0,4,SW,
4059,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Steyr-Kirchdorf <AT314>,2019.0,51,,
4068,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Traunviertel <AT315>,2019.0,73,,
4077,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Mühlviertel <AT313>,2019.0,21,,
4086,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Linz-Wels <AT312>,2019.0,360,,
4095,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Innviertel <AT311>,2019.0,60,,
4104,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,West- und Südsteiermark <AT225>,2019.0,443,,
4113,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Oststeiermark <AT224>,2019.0,464,,
4122,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Westliche Obersteiermark <AT226>,2019.0,1122,,
4131,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Östliche Obersteiermark <AT223>,2019.0,59057,,
4140,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Liezen <AT222>,2019.0,745,,
4149,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Graz <AT221>,2019.0,4888,,
4158,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Unterkärnten <AT213>,2019.0,84,,
4167,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Oberkärnten <AT212>,2019.0,18,,
4176,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Klagenfurt-Villach <AT211>,2019.0,78,,
4185,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Wiener Umland-Südteil <AT127>,2019.0,322,,
4194,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Wien <AT130>,2019.0,2033,,
4203,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Wiener Umland-Nordteil <AT126>,2019.0,65,,
4212,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Weinviertel <AT125>,2019.0,11,,
4221,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Waldviertel <AT124>,2019.0,31,,
4230,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Sankt Pölten <AT123>,2019.0,101,,
4239,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Niederösterreich-Süd <AT122>,2019.0,821,,
4248,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Mostviertel-Eisenwurzen <AT121>,2019.0,77,,
4257,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Nordburgenland <AT112>,2019.0,25,,
4266,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Südburgenland <AT113>,2019.0,23,,
4275,Personen,Erwerbspendler,Östliche Obersteiermark <AT223>,Mittelburgenland <AT111>,2019.0,6,,
4284,Personen,Erwerbspendler,Oststeiermark <AT224>,Salzburg und Umgebung <AT323>,2019.0,296,,
4293,Personen,Erwerbspendler,Oststeiermark <AT224>,Pinzgau-Pongau <AT322>,2019.0,55,,
4302,Personen,Erwerbspendler,Oststeiermark <AT224>,Lungau <AT321>,2019.0,6,,
4311,Personen,Erwerbspendler,Oststeiermark <AT224>,Steyr-Kirchdorf <AT314>,2019.0,57,,
4320,Personen,Erwerbspendler,Oststeiermark <AT224>,Traunviertel <AT315>,2019.0,145,,
4329,Personen,Erwerbspendler,Oststeiermark <AT224>,Mühlviertel <AT313>,2019.0,52,,
4338,Personen,Erwerbspendler,Oststeiermark <AT224>,Linz-Wels <AT312>,2019.0,1147,,
4347,Personen,Erwerbspendler,Oststeiermark <AT224>,Innviertel <AT311>,2019.0,83,,
4356,Personen,Erwerbspendler,Oststeiermark <AT224>,West- und Südsteiermark <AT225>,2019.0,2893,,
4365,Personen,Erwerbspendler,Oststeiermark <AT224>,Oststeiermark <AT224>,2019.0,94575,,
4374,Personen,Erwerbspendler,Oststeiermark <AT224>,Westliche Obersteiermark <AT226>,2019.0,472,,
4383,Personen,Erwerbspendler,Oststeiermark <AT224>,Östliche Obersteiermark <AT223>,2019.0,1638,,
4392,Personen,Erwerbspendler,Oststeiermark <AT224>,Liezen <AT222>,2019.0,274,,
4401,Personen,Erwerbspendler,Oststeiermark <AT224>,Graz <AT221>,2019.0,23977,,
4410,Personen,Erwerbspendler,Oststeiermark <AT224>,Unterkärnten <AT213>,2019.0,117,,
4419,Personen,Erwerbspendler,Oststeiermark <AT224>,Oberkärnten <AT212>,2019.0,34,,
4428,Personen,Erwerbspendler,Oststeiermark <AT224>,Klagenfurt-Villach <AT211>,2019.0,98,,
4437,Personen,Erwerbspendler,Oststeiermark <AT224>,Wiener Umland-Südteil <AT127>,2019.0,714,,
4446,Personen,Erwerbspendler,Oststeiermark <AT224>,Wien <AT130>,2019.0,4263,,
4455,Personen,Erwerbspendler,Oststeiermark <AT224>,Wiener Umland-Nordteil <AT126>,2019.0,158,,
4464,Personen,Erwerbspendler,Oststeiermark <AT224>,Weinviertel <AT125>,2019.0,10,,
4473,Personen,Erwerbspendler,Oststeiermark <AT224>,Waldviertel <AT124>,2019.0,39,,
4482,Personen,Erwerbspendler,Oststeiermark <AT224>,Sankt Pölten <AT123>,2019.0,139,,
4491,Personen,Erwerbspendler,Oststeiermark <AT224>,Niederösterreich-Süd <AT122>,2019.0,999,,
4500,Personen,Erwerbspendler,Oststeiermark <AT224>,Mostviertel-Eisenwurzen <AT121>,2019.0,104,,
4509,Personen,Erwerbspendler,Oststeiermark <AT224>,Nordburgenland <AT112>,2019.0,125,,
4518,Personen,Erwerbspendler,Oststeiermark <AT224>,Südburgenland <AT113>,2019.0,2877,,
4527,Personen,Erwerbspendler,Oststeiermark <AT224>,Mittelburgenland <AT111>,2019.0,62,,
4536,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Salzburg und Umgebung <AT323>,2019.0,255,,
4545,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Pinzgau-Pongau <AT322>,2019.0,38,,
4554,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Lungau <AT321>,2019.0,1,SW,
4563,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Steyr-Kirchdorf <AT314>,2019.0,83,,
4572,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Traunviertel <AT315>,2019.0,54,,
4581,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Mühlviertel <AT313>,2019.0,36,,
4590,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Linz-Wels <AT312>,2019.0,667,,
4599,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Innviertel <AT311>,2019.0,59,,
4608,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,West- und Südsteiermark <AT225>,2019.0,59043,,
4617,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Oststeiermark <AT224>,2019.0,2030,,
4626,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Westliche Obersteiermark <AT226>,2019.0,520,,
4635,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Östliche Obersteiermark <AT223>,2019.0,641,,
4644,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Liezen <AT222>,2019.0,226,,
4653,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Graz <AT221>,2019.0,29911,,
4662,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Unterkärnten <AT213>,2019.0,283,,
4671,Personen,Erwerbspendler,West- und Südsteiermark <AT225>,Oberkärnten <AT212>,2019.0,108,,
